Year,Satellite Type,Budget (in Billion $),Success Rate (%),Environmental Impact,Duration (in Days),Num_Collaborators,Tech_Maturity,Budget_Per_Day,Money_Efficiency,Mission Type_Unmanned,Technology Used_Nuclear Propulsion,Technology Used_Reusable Rocket,Technology Used_Solar Propulsion,Technology Used_Traditional Rocket,Country_France,Country_Germany,Country_India,Country_Israel,Country_Japan,Country_Russia,Country_UAE,Country_UK,Country_USA,Tech_Budget_Power
2008,Spy,10.18,73.0,High,7,1,3.0,1.2725,57.36738703339882,False,True,False,False,False,False,False,False,False,False,True,False,False,False,30.54
2018,Weather,35.44,68.0,Medium,101,1,3.0,0.3474509803921568,195.7110609480813,True,True,False,False,False,False,False,False,True,False,False,False,False,False,106.32
2017,Research,24.65,93.0,Medium,84,2,1.0,0.29,320.68965517241384,False,False,False,False,True,False,False,True,False,False,False,False,False,False,24.65
2023,Navigation,9.66,96.0,Medium,137,2,1.0,0.07,1371.4285714285713,True,False,False,False,True,False,False,False,False,True,False,False,False,False,9.66
2003,Navigation,36.55,64.0,Low,276,1,1.0,0.1319494584837545,485.0341997264022,False,False,False,False,False,True,False,False,False,False,False,False,False,False,36.55
2009,Research,15.34,69.0,High,234,2,2.0,0.06527659574468085,1057.0404172099088,False,False,False,True,False,False,False,False,False,False,False,True,False,False,30.68
2012,Weather,45.57,60.0,Medium,99,2,1.0,0.4557,131.6655694535879,False,False,False,False,True,False,False,False,False,False,False,False,False,False,45.57
2020,Communication,29.74,79.0,Medium,309,2,4.0,0.09593548387096773,823.4700739744453,False,False,True,False,False,False,False,False,False,False,False,False,False,True,118.96
2020,Navigation,42.56,81.0,Low,260,3,1.0,0.16306513409961687,496.7340225563909,True,False,False,False,False,False,True,False,False,False,False,False,False,False,42.56
2009,Weather,31.38,61.0,Low,90,1,2.0,0.3448351648351648,176.89611217335886,True,False,False,True,False,True,False,False,False,False,False,False,False,False,62.76
2010,Spy,38.83,83.0,Medium,220,3,4.0,0.17570135746606333,472.3924800412053,True,False,True,False,False,False,False,False,False,True,False,False,False,False,155.32
2002,Spy,11.86,60.0,High,250,1,1.0,0.047250996015936256,1269.814502529511,False,False,False,False,False,False,False,False,False,False,False,False,True,False,11.86
2007,Navigation,36.63,51.0,High,20,3,2.0,1.7442857142857144,29.238329238329236,False,False,False,True,False,False,False,False,False,False,False,False,False,False,73.26
2008,Communication,39.93,87.0,Low,314,1,2.0,0.12676190476190477,686.3260706235912,True,False,False,True,False,False,False,True,False,False,False,False,False,False,79.86
2007,Communication,34.04,76.0,Low,42,3,1.0,0.7916279069767441,96.00470035252644,True,False,False,False,True,False,False,False,False,False,False,False,True,False,34.04
2004,Communication,42.85,56.0,Low,226,2,4.0,0.18876651982378856,296.66277712952154,False,False,True,False,False,False,False,False,False,False,False,True,False,False,171.4
2007,Navigation,5.67,87.0,High,110,3,3.0,0.05108108108108108,1703.1746031746031,False,True,False,False,False,True,False,False,False,False,False,False,False,False,17.009999999999998
2008,Spy,29.48,52.0,Low,15,1,1.0,1.8425,28.222523744911804,True,False,False,False,False,True,False,False,False,False,False,False,False,False,29.48
2015,Research,33.11,61.0,High,299,3,4.0,0.11036666666666667,552.7031108426457,False,False,True,False,False,True,False,False,False,False,False,False,False,False,132.44
2007,Spy,39.71,80.0,Medium,300,3,4.0,0.13192691029900333,606.3963737093931,False,False,True,False,False,False,False,False,False,False,False,False,False,True,158.84
2017,Weather,41.54,55.0,Low,130,1,2.0,0.31709923664122136,173.44727973038036,True,False,False,True,False,False,False,False,False,False,False,False,False,True,83.08
2022,Weather,15.6,94.0,High,109,1,1.0,0.14181818181818182,662.8205128205128,True,False,False,False,False,False,False,False,False,False,True,False,False,False,15.6
2007,Navigation,28.88,63.0,Low,311,3,3.0,0.09256410256410257,680.6094182825485,False,True,False,False,False,False,False,False,True,False,False,False,False,False,86.64
2021,Navigation,22.71,81.0,Low,185,1,2.0,0.12209677419354839,663.4081902245706,False,False,False,True,False,False,False,False,False,False,False,True,False,False,45.42
2015,Research,38.46,63.0,Low,21,3,2.0,1.7481818181818183,36.037441497659906,True,False,False,True,False,False,True,False,False,False,False,False,False,False,76.92
2016,Spy,11.86,81.0,High,333,1,3.0,0.035508982035928144,2281.1129848229343,False,True,False,False,False,True,False,False,False,False,False,False,False,False,35.58
2019,Research,0.58,84.0,Medium,112,1,3.0,0.005132743362831858,16365.517241379312,False,True,False,False,False,False,False,False,False,False,False,False,False,True,1.7399999999999998
2005,Spy,22.97,61.0,Medium,349,1,1.0,0.06562857142857143,929.4732259468873,False,False,False,False,False,True,False,False,False,False,False,False,False,False,22.97
2007,Spy,18.57,76.0,Low,5,2,4.0,3.095,24.555735056542808,False,False,True,False,False,False,False,True,False,False,False,False,False,False,74.28
2000,Communication,16.02,74.0,High,300,3,4.0,0.053222591362126245,1390.3870162297128,False,False,True,False,False,False,False,False,False,False,False,True,False,False,64.08
2017,Spy,39.83,95.0,Low,321,3,3.0,0.12369565217391304,768.0140597539544,True,True,False,False,False,False,False,False,False,False,False,False,True,False,119.49
2002,Communication,46.41,54.0,Low,16,3,1.0,2.73,19.78021978021978,True,False,False,False,True,False,False,False,False,False,False,True,False,False,46.41
2020,Weather,7.92,76.0,Low,152,2,1.0,0.05176470588235294,1468.1818181818182,True,False,False,False,True,False,False,False,False,False,True,False,False,False,7.92
2002,Research,39.45,87.0,Medium,233,1,1.0,0.1685897435897436,516.0456273764258,False,False,False,False,True,False,False,False,False,False,False,False,False,True,39.45
2017,Communication,6.2,76.0,High,29,1,1.0,0.20666666666666667,367.741935483871,False,False,False,False,True,False,False,False,False,False,False,True,False,False,6.2
2001,Navigation,8.24,89.0,High,189,3,3.0,0.04336842105263158,2052.1844660194174,True,True,False,False,False,False,False,False,True,False,False,False,False,False,24.72
2004,Research,38.34,99.0,Medium,218,1,3.0,0.17506849315068496,565.4929577464787,False,True,False,False,False,False,False,False,False,False,False,False,False,False,115.02000000000001
2003,Communication,21.31,60.0,High,225,3,4.0,0.09429203539823008,636.320976067574,True,False,True,False,False,False,False,False,False,False,False,True,False,False,85.24
2002,Spy,22.58,89.0,High,163,3,1.0,0.13768292682926828,646.4127546501329,True,False,False,False,True,False,False,False,False,False,False,False,False,True,22.58
2006,Weather,5.53,89.0,High,306,2,1.0,0.018013029315960914,4940.867992766726,False,False,False,False,True,False,False,False,False,False,True,False,False,False,5.53
2006,Navigation,2.19,85.0,Low,292,2,1.0,0.007474402730375427,11372.14611872146,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2.19
2000,Weather,15.51,56.0,Low,332,3,1.0,0.04657657657657657,1202.3210831721472,True,False,False,False,False,False,False,False,False,False,False,True,False,False,15.51
2000,Weather,30.58,83.0,Medium,76,3,3.0,0.39714285714285713,208.9928057553957,False,True,False,False,False,False,False,False,False,False,False,True,False,False,91.74
2009,Research,16.47,56.0,High,104,2,3.0,0.15685714285714283,357.01275045537346,True,True,False,False,False,False,False,True,False,False,False,False,False,False,49.41
2005,Navigation,7.17,84.0,Low,68,2,3.0,0.10391304347826087,808.36820083682,False,True,False,False,False,False,False,False,False,False,True,False,False,False,21.509999999999998
2013,Weather,13.72,89.0,Low,15,2,1.0,0.8575,103.79008746355684,True,False,False,False,False,False,True,False,False,False,False,False,False,False,13.72
2025,Communication,9.92,55.0,Medium,28,2,2.0,0.34206896551724136,160.78629032258064,False,False,False,True,False,False,False,False,False,True,False,False,False,False,19.84
2025,Weather,28.78,55.0,Low,330,1,1.0,0.08694864048338369,632.5573314801945,False,False,False,False,False,False,False,True,False,False,False,False,False,False,28.78
2017,Weather,45.04,54.0,High,144,3,1.0,0.3106206896551724,173.84547069271758,True,False,False,False,False,False,False,False,False,False,False,True,False,False,45.04
2003,Spy,11.91,62.0,High,246,1,2.0,0.048218623481781374,1285.8102434928633,True,False,False,True,False,False,False,False,False,False,False,False,False,False,23.82
2004,Research,44.52,83.0,High,214,2,1.0,0.20706976744186048,400.8310871518418,True,False,False,False,True,False,False,True,False,False,False,False,False,False,44.52
2018,Communication,36.28,51.0,Low,237,3,4.0,0.15243697478991597,334.5644983461963,False,False,True,False,False,False,False,False,False,False,False,False,True,False,145.12
2012,Weather,9.48,93.0,High,305,1,3.0,0.030980392156862747,3001.898734177215,True,True,False,False,False,False,False,False,False,True,False,False,False,False,28.44
2004,Weather,20.44,54.0,Low,167,1,1.0,0.12166666666666667,443.83561643835617,False,False,False,False,True,False,False,False,True,False,False,False,False,False,20.44
2016,Research,32.58,97.0,Low,248,2,2.0,0.1308433734939759,741.3443830570902,False,False,False,True,False,False,False,False,False,True,False,False,False,False,65.16
2023,Navigation,26.23,69.0,High,327,2,2.0,0.07996951219512195,862.8288219595883,True,False,False,True,False,True,False,False,False,False,False,False,False,False,52.46
2021,Spy,42.24,57.0,High,154,1,1.0,0.2725161290322581,209.1619318181818,False,False,False,False,False,False,False,False,True,False,False,False,False,False,42.24
2023,Communication,14.39,97.0,High,51,2,1.0,0.2767307692307692,350.52119527449616,True,False,False,False,True,True,False,False,False,False,False,False,False,False,14.39
2004,Spy,44.1,68.0,Low,307,2,3.0,0.1431818181818182,474.9206349206349,True,True,False,False,False,False,False,False,False,False,False,False,False,True,132.3
2013,Communication,47.12,95.0,High,251,2,1.0,0.18698412698412697,508.06451612903226,False,False,False,False,True,False,False,False,False,False,False,True,False,False,47.12
2009,Research,43.25,52.0,Low,57,1,1.0,0.7456896551724138,69.73410404624278,False,False,False,False,True,False,False,False,False,False,False,False,False,False,43.25
2009,Research,17.12,55.0,Medium,63,1,1.0,0.2675,205.60747663551402,False,False,False,False,False,False,True,False,False,False,False,False,False,False,17.12
2013,Navigation,43.65,59.0,Low,365,3,1.0,0.11926229508196722,494.7079037800687,True,False,False,False,False,False,True,False,False,False,False,False,False,False,43.65
2000,Spy,45.66,62.0,Medium,252,2,4.0,0.18047430830039524,343.539202803329,True,False,True,False,False,False,False,False,False,False,False,False,False,False,182.64
2005,Spy,48.27,52.0,High,169,2,3.0,0.28394117647058825,183.1365237207375,False,True,False,False,False,False,False,False,True,False,False,False,False,False,144.81
2025,Navigation,12.36,83.0,Medium,169,3,4.0,0.07270588235294118,1141.5857605177994,True,False,True,False,False,False,False,False,True,False,False,False,False,False,49.44
2021,Navigation,10.88,71.0,Low,153,2,2.0,0.07064935064935066,1004.9632352941176,False,False,False,True,False,False,False,False,False,False,False,False,True,False,21.76
2021,Navigation,6.92,58.0,Medium,93,3,1.0,0.07361702127659574,787.8612716763007,False,False,False,False,True,False,True,False,False,False,False,False,False,False,6.92
2007,Weather,40.83,81.0,High,237,2,2.0,0.17155462184873949,472.1528288023512,True,False,False,True,False,False,False,False,True,False,False,False,False,False,81.66
2024,Spy,25.15,52.0,Low,216,1,3.0,0.11589861751152072,448.66799204771377,False,True,False,False,False,False,False,False,False,True,False,False,False,False,75.44999999999999
2005,Weather,11.98,100.0,High,62,1,1.0,0.19015873015873017,525.8764607679466,False,False,False,False,True,False,True,False,False,False,False,False,False,False,11.98
2001,Navigation,36.75,59.0,High,40,1,3.0,0.8963414634146342,65.82312925170068,True,True,False,False,False,False,False,False,False,False,True,False,False,False,110.25
2015,Spy,30.25,87.0,Medium,107,3,4.0,0.2800925925925926,310.61157024793386,True,False,True,False,False,False,False,False,False,True,False,False,False,False,121.0
2020,Research,10.76,91.0,High,343,3,1.0,0.03127906976744186,2909.2936802973977,True,False,False,False,True,False,False,False,False,False,True,False,False,False,10.76
2022,Communication,25.22,64.0,Low,144,1,4.0,0.17393103448275862,367.96193497224425,True,False,True,False,False,False,True,False,False,False,False,False,False,False,100.88
2009,Spy,27.3,56.0,Medium,321,1,1.0,0.08478260869565217,660.5128205128206,False,False,False,False,True,False,False,False,True,False,False,False,False,False,27.3
2024,Weather,46.96,54.0,Low,235,1,1.0,0.19898305084745763,271.3798977853492,False,False,False,False,False,False,False,False,False,False,True,False,False,False,46.96
2004,Communication,31.82,83.0,Medium,78,2,4.0,0.4027848101265823,206.06536769327465,True,False,True,False,False,False,False,False,False,False,False,False,False,True,127.28
2024,Spy,6.81,74.0,Medium,177,3,2.0,0.038258426966292135,1934.2143906020558,True,False,False,True,False,False,False,True,False,False,False,False,False,False,13.62
2015,Navigation,41.19,58.0,Low,48,3,3.0,0.8406122448979592,68.99732944889537,True,True,False,False,False,False,False,False,False,False,False,True,False,False,123.57
2003,Weather,49.23,56.0,High,113,2,3.0,0.43184210526315786,129.67702620353444,False,True,False,False,False,False,False,False,False,False,False,False,False,False,147.69
2020,Communication,4.63,93.0,Medium,178,3,4.0,0.025865921787709495,3595.464362850972,False,False,True,False,False,True,False,False,False,False,False,False,False,False,18.52
2005,Navigation,30.4,61.0,High,10,1,4.0,2.7636363636363637,22.07236842105263,True,False,True,False,False,False,False,False,False,True,False,False,False,False,121.6
2014,Weather,41.51,64.0,Low,96,1,2.0,0.4279381443298969,149.55432425921464,False,False,False,True,False,False,False,False,False,False,False,False,False,True,83.02
2022,Navigation,8.01,96.0,High,179,2,3.0,0.0445,2157.303370786517,False,True,False,False,False,False,False,False,False,True,False,False,False,False,24.03
2022,Research,44.18,54.0,High,316,3,3.0,0.13936908517350158,387.4603893164328,True,True,False,False,False,False,False,False,False,True,False,False,False,False,132.54
2009,Weather,12.38,79.0,Medium,311,1,2.0,0.03967948717948718,1990.9531502423263,False,False,False,True,False,False,False,False,False,False,False,False,True,False,24.76
2022,Weather,5.02,97.0,Low,311,2,3.0,0.016089743589743587,6028.685258964144,True,True,False,False,False,False,False,False,True,False,False,False,False,False,15.059999999999999
2012,Navigation,27.52,100.0,High,153,3,2.0,0.1787012987012987,559.5930232558139,False,False,False,True,False,False,False,False,True,False,False,False,False,False,55.04
